@relation training

@attribute 'PLAYER1' numeric
@attribute 'PLAYER2' numeric
@attribute 'P2ACE' numeric
@attribute 'P1NETPOINTWON' numeric
@attribute 'P1BREAKPOINTWON' numeric
@attribute 'P1ACE' numeric
@attribute 'P1FIRSTSRVWON' numeric
@attribute 'P1FIRSTSRVIN' numeric
@attribute 'P2UNFERR' numeric
@attribute 'P1DOUBLEFAULT' numeric
@attribute 'P2NETPOINT' numeric
@attribute 'P1FORCEDERROR' numeric
@attribute 'P2BREAKPOINTMISSED' numeric
@attribute 'P2NETPOINTWON' numeric
@attribute 'P2DOUBLEFAULT' numeric
@attribute 'P2SECONDSRVIN' numeric
@attribute 'P2FIRSTSRVIN' numeric
@attribute 'P2SECONDSRVWON' numeric
@attribute 'P2WINNER' numeric
@attribute 'P2BREAKPOINTWON' numeric
@attribute 'P1SECONDSRVIN' numeric
@attribute 'P1WINNER' numeric
@attribute 'P2GAMESWON' numeric
@attribute 'P2BREAKPOINT' numeric
@attribute 'P2FORCEDERROR' numeric
@attribute 'P1GAMESWON' numeric
@attribute 'P1NETPOINT' numeric
@attribute 'P1BREAKPOINTMISSED' numeric
@attribute 'P1UNFERR' numeric
@attribute 'P2FIRSTSRVWON' numeric
@attribute 'P1BREAKPOINT' numeric
@attribute 'P1SECONDSRVWON' numeric
@attribute 'SURFACE' string
@attribute 'WINNER' {1,2}

@data
1,2,1,1,5,2,0,0,36,2,15,0,7,7,3,0,0,0,14,2,0,12,221,7,0,265,2,7,13,0,7,0,HARD,1
1,2,0,8,7,4,0,0,40,6,14,0,14,13,4,0,0,0,31,4,0,23,380,14,0,406,12,14,41,0,14,0,HARD,1
1,2,0,20,6,2,0,0,30,3,13,0,13,9,7,0,0,0,11,8,0,36,399,13,0,449,26,13,63,0,13,0,HARD,2
1,2,2,6,0,1,0,0,23,0,17,0,2,12,4,0,0,0,24,2,0,17,295,2,0,313,11,0,27,0,0,0,HARD,2
1,2,3,17,9,4,0,0,31,6,11,0,12,5,1,0,0,0,17,6,0,39,299,12,0,422,21,18,55,0,18,0,HARD,1
1,2,1,6,1,0,0,0,9,4,7,0,8,6,1,0,0,0,15,4,0,15,325,8,0,128,10,3,31,0,3,0,HARD,2
1,2,2,8,3,3,0,0,19,2,22,0,7,14,1,0,0,0,19,1,0,28,259,7,0,292,11,5,22,0,5,0,HARD,1
1,2,0,10,4,3,0,0,32,9,5,0,3,2,4,0,0,0,14,2,0,34,240,3,0,456,10,11,46,0,11,0,HARD,1
1,2,11,0,2,0,0,0,36,5,25,0,6,19,8,0,0,0,37,5,0,3,252,6,0,157,0,8,12,0,8,0,HARD,2
1,2,4,8,6,3,0,0,36,7,13,0,15,8,7,0,0,0,29,6,0,22,588,15,0,489,10,11,35,0,11,0,HARD,1
1,2,2,8,1,1,0,0,15,3,7,0,3,5,2,0,0,0,10,3,0,18,329,3,0,167,12,2,34,0,2,0,HARD,2
1,2,0,5,6,1,0,0,40,1,33,0,8,21,6,0,0,0,26,5,0,19,406,8,0,424,6,14,18,0,14,0,HARD,1
1,2,1,4,0,2,0,0,19,3,10,0,11,9,3,0,0,0,20,3,0,23,300,11,0,235,7,4,31,0,4,0,HARD,2
1,2,0,11,5,8,0,0,22,5,5,0,5,3,6,0,0,0,10,1,0,41,410,5,0,583,14,9,51,0,9,0,HARD,1
1,2,5,4,1,2,0,0,11,2,9,0,10,6,1,0,0,0,16,6,0,9,191,10,0,122,5,2,26,0,2,0,HARD,2
1,2,6,7,4,3,0,0,32,3,8,0,4,5,3,0,0,0,24,1,0,14,252,4,0,309,10,13,21,0,13,0,HARD,1
1,2,0,7,6,3,0,0,24,7,4,0,2,3,2,0,0,0,8,2,0,23,253,2,0,283,7,10,22,0,10,0,HARD,1
1,2,1,5,5,2,0,0,34,3,2,0,1,1,8,0,0,0,12,1,0,15,172,1,0,270,5,9,19,0,9,0,HARD,1
1,2,11,5,5,1,0,0,40,4,21,0,7,14,4,0,0,0,43,4,0,30,315,7,0,455,7,12,25,0,12,0,HARD,1
1,2,3,18,3,4,0,0,14,6,6,0,13,5,2,0,0,0,17,5,0,33,303,13,0,303,29,6,34,0,6,0,HARD,2
1,2,7,3,0,3,0,0,8,2,4,0,5,3,2,0,0,0,15,5,0,14,229,5,0,35,4,2,26,0,2,0,HARD,2
1,2,2,0,1,0,0,0,23,4,12,0,9,7,2,0,0,0,20,4,0,5,244,9,0,213,1,5,21,0,5,0,HARD,2
1,2,1,13,4,4,0,0,39,8,26,0,17,20,5,0,0,0,35,7,0,20,522,17,0,498,26,7,27,0,7,0,HARD,2
1,2,4,3,2,2,0,0,18,3,12,0,10,9,1,0,0,0,23,5,0,18,328,10,0,278,6,7,22,0,7,0,HARD,2
1,2,0,3,0,0,0,0,14,2,7,0,10,6,3,0,0,0,18,5,0,6,241,10,0,5,5,1,30,0,1,0,HARD,2
1,2,2,15,7,4,0,0,42,3,10,0,15,8,6,0,0,0,25,4,0,32,445,15,0,622,23,14,47,0,14,0,HARD,1
1,2,4,16,0,3,0,0,16,1,13,0,3,12,1,0,0,0,24,2,0,21,273,3,0,210,19,3,19,0,3,0,HARD,2
1,2,3,3,6,0,0,0,32,8,12,0,8,8,7,0,0,0,20,3,0,14,243,8,0,348,5,10,24,0,10,0,HARD,1
1,2,4,17,1,1,0,0,11,0,10,0,11,7,1,0,0,0,14,5,0,24,288,11,0,114,23,5,34,0,5,0,HARD,2
1,2,2,10,6,0,0,0,52,2,20,0,9,14,8,0,0,0,39,6,0,18,406,9,0,385,12,9,25,0,9,0,HARD,1
1,2,4,10,5,3,0,0,23,6,2,0,8,0,7,0,0,0,17,3,0,31,447,8,0,410,14,10,36,0,10,0,HARD,1
1,2,0,5,5,8,0,0,13,4,1,0,2,1,3,0,0,0,11,2,0,19,158,2,0,271,7,9,16,0,9,0,HARD,1
1,2,0,1,5,4,0,0,35,3,6,0,4,6,8,0,0,0,14,2,0,18,222,4,0,345,2,14,18,0,14,0,HARD,1
1,2,0,5,4,6,0,0,40,2,31,0,12,22,6,0,0,0,23,5,0,26,494,12,0,387,6,9,37,0,9,0,HARD,2
1,2,3,6,3,4,0,0,31,2,8,0,10,6,3,0,0,0,21,2,0,25,376,10,0,479,9,5,27,0,5,0,HARD,1
1,2,5,14,6,1,0,0,38,2,14,0,7,9,2,0,0,0,35,4,0,30,459,7,0,421,15,10,34,0,10,0,HARD,1
1,2,9,8,0,3,0,0,7,2,3,0,2,3,1,0,0,0,17,2,0,20,292,2,0,141,12,1,21,0,1,0,HARD,2
1,2,3,9,3,4,0,0,17,8,11,0,11,8,2,0,0,0,22,4,0,39,342,11,0,366,13,7,43,0,7,0,HARD,2
1,2,5,2,6,0,0,0,69,1,25,0,6,16,6,0,0,0,46,3,0,4,188,6,0,345,2,9,9,0,9,0,HARD,1
1,2,6,2,5,7,0,0,16,3,3,0,6,0,1,0,0,0,13,2,0,31,207,6,0,199,5,15,19,0,15,0,HARD,1
1,2,4,5,1,3,0,0,21,6,5,0,12,4,3,0,0,0,23,4,0,22,282,12,0,210,9,3,27,0,3,0,HARD,2
1,2,5,5,0,4,0,0,7,2,5,0,5,3,1,0,0,0,24,4,0,12,256,5,0,62,14,2,19,0,2,0,HARD,2
1,2,0,6,6,4,0,0,13,3,20,0,8,10,0,0,0,0,12,1,0,26,35,8,0,188,8,9,10,0,9,0,HARD,1
1,2,1,5,5,5,0,0,16,1,2,0,1,1,0,0,0,0,6,1,0,24,76,1,0,277,5,10,15,0,10,0,HARD,1
1,2,5,10,3,1,0,0,21,3,11,0,4,9,10,0,0,0,19,4,0,19,381,4,0,362,11,9,32,0,9,0,HARD,2
1,2,3,13,5,7,0,0,15,3,4,0,4,4,3,0,0,0,4,2,0,29,141,4,0,313,15,10,23,0,10,0,HARD,1
1,2,1,17,6,14,41,46,19,1,31,21,2,16,5,21,49,10,20,1,20,31,215,3,37,369,32,3,14,29,9,10,GRASS,1
1,2,12,47,5,6,87,111,45,4,29,75,1,16,8,57,125,27,64,4,44,38,973,5,95,958,69,12,32,95,17,23,GRASS,2
1,2,2,24,7,13,53,59,24,1,31,32,2,19,2,46,53,21,24,1,24,45,238,3,46,461,27,8,14,30,15,12,GRASS,1
1,2,9,13,4,21,56,69,32,2,39,46,9,24,3,45,61,28,45,3,51,45,469,12,43,602,25,2,20,45,6,28,GRASS,1
1,2,1,14,2,14,25,27,4,1,16,17,0,6,0,20,31,10,12,0,15,29,204,0,22,265,23,2,10,20,4,9,GRASS,1
1,2,30,32,0,2,46,74,10,1,15,34,4,7,1,24,65,11,42,3,35,40,597,7,40,468,46,1,34,55,1,20,GRASS,2
1,2,6,21,5,3,44,53,23,4,27,35,4,15,7,41,53,17,32,2,29,19,388,6,64,492,31,3,14,38,8,16,GRASS,1
1,2,8,27,3,8,52,66,16,2,43,52,1,27,6,30,68,21,32,1,29,41,601,2,50,630,45,2,10,48,5,20,GRASS,1
1,2,12,12,0,4,41,61,23,1,38,36,4,23,1,22,57,17,53,3,31,16,529,7,32,376,19,3,13,51,3,18,GRASS,2
1,2,6,28,5,8,69,97,33,6,41,66,16,28,3,40,85,20,40,5,66,35,820,21,79,765,50,6,44,61,11,31,GRASS,1
1,2,5,15,2,2,50,76,28,6,35,68,4,25,7,45,88,28,40,6,50,36,823,10,63,676,22,5,37,64,7,29,GRASS,2
1,2,10,24,2,24,81,105,16,5,17,74,5,11,6,44,87,35,36,2,28,64,895,7,55,784,30,7,30,65,9,17,GRASS,2
1,2,10,13,0,6,41,50,15,10,42,54,3,22,4,24,77,12,32,2,38,35,608,5,41,420,20,5,26,64,5,21,GRASS,2
1,2,6,15,6,17,69,90,50,3,49,69,3,36,5,48,117,24,47,3,50,45,715,6,71,755,30,5,31,80,11,31,GRASS,1
1,2,9,10,0,9,30,44,6,2,10,41,4,8,1,15,45,12,25,6,29,22,360,10,21,180,18,1,21,38,1,8,GRASS,2
1,2,4,22,5,9,42,54,25,0,24,52,1,13,10,31,61,15,16,1,23,38,221,2,41,480,27,9,7,40,14,15,GRASS,1
1,2,5,1,0,5,10,13,1,0,5,6,2,4,0,3,11,3,8,1,2,8,37,3,6,26,3,1,0,6,1,0,GRASS,1
1,2,1,22,6,30,60,67,19,3,34,45,2,24,7,49,81,23,22,0,26,75,442,2,47,747,31,10,25,53,16,20,GRASS,1
1,2,13,26,3,13,50,61,24,2,25,42,4,15,3,27,76,12,37,1,37,41,520,5,46,551,37,3,16,56,6,23,GRASS,1
1,2,12,23,5,12,53,67,44,3,30,61,4,16,11,45,94,23,48,2,45,42,354,6,56,690,33,16,13,61,21,24,GRASS,1
1,2,10,11,1,7,32,52,9,4,17,32,2,16,1,26,38,16,42,6,18,11,324,8,31,198,16,0,14,34,1,4,GRASS,2
1,2,0,12,4,6,38,45,18,3,38,33,1,26,5,32,49,20,24,0,36,23,359,1,53,447,24,4,19,34,8,24,GRASS,1
1,2,4,10,6,10,38,48,17,1,25,34,0,11,1,31,44,13,17,2,29,42,291,2,31,402,13,2,13,28,8,17,GRASS,1
1,2,13,25,4,4,58,86,18,0,13,47,12,8,2,37,58,18,35,3,43,42,639,15,55,714,31,4,29,46,8,24,GRASS,1
1,2,15,17,0,8,43,65,6,2,32,44,6,20,0,23,43,17,39,4,28,33,463,10,28,275,30,1,11,40,1,15,GRASS,2
1,2,10,45,8,7,71,89,35,3,59,56,0,32,8,59,99,28,50,3,34,63,513,3,62,839,57,17,26,67,25,18,GRASS,1
1,2,19,39,2,3,78,118,35,5,59,86,8,42,8,55,103,32,61,4,47,45,1016,12,82,934,59,14,27,75,16,25,GRASS,2
1,2,28,7,1,25,80,90,25,2,37,60,0,25,2,37,103,19,61,0,48,63,834,0,59,912,11,3,14,86,4,30,GRASS,1
1,2,13,29,4,7,47,62,28,9,35,56,6,23,7,50,72,26,37,2,45,46,508,8,53,587,51,14,25,55,18,32,GRASS,1
1,2,11,13,0,0,24,44,10,1,25,42,5,21,0,23,41,18,38,5,30,10,420,10,30,124,22,3,9,35,3,15,GRASS,2
1,2,15,19,4,28,82,101,21,5,21,77,5,19,1,80,85,50,44,2,48,75,803,7,64,884,28,2,39,62,6,24,GRASS,1
1,2,10,15,3,11,56,80,23,8,17,67,2,9,1,39,106,23,44,6,53,50,710,8,62,636,31,7,41,74,10,30,GRASS,2
1,2,9,14,5,12,66,99,28,9,50,64,9,35,3,52,85,30,54,5,44,58,680,14,55,847,33,6,33,58,11,23,GRASS,2
1,2,3,18,1,17,47,56,18,8,21,46,3,17,3,30,63,19,33,3,43,41,619,6,37,443,24,5,28,49,6,21,GRASS,2
1,2,9,9,5,14,46,57,30,3,25,47,7,21,2,37,70,20,34,3,54,34,591,10,54,732,12,6,24,48,11,31,GRASS,1
1,2,7,14,1,8,30,50,14,3,18,44,4,15,4,19,64,12,31,5,19,22,465,9,30,234,29,5,18,48,6,9,GRASS,2
1,2,17,8,3,7,55,66,22,1,35,49,2,27,6,20,70,11,36,0,26,30,506,2,49,607,9,3,3,57,6,18,GRASS,1
1,2,11,21,2,12,58,72,24,0,24,51,5,17,0,40,87,21,40,1,40,45,817,6,60,746,32,5,19,60,7,25,GRASS,1
1,2,16,5,0,2,37,59,8,4,24,46,4,15,1,32,36,23,36,5,21,12,317,9,41,285,8,0,10,32,0,10,GRASS,2
1,2,9,23,5,15,57,73,21,7,67,55,3,45,4,35,83,15,42,3,40,51,551,6,55,628,37,7,18,58,12,21,GRASS,1
1,2,4,11,3,17,50,64,25,6,93,48,3,58,6,44,73,27,50,6,31,42,524,9,44,402,20,6,15,48,9,13,GRASS,2
1,2,23,23,2,28,57,70,16,3,44,55,3,24,6,34,69,20,40,1,33,57,616,4,39,696,36,4,8,54,6,20,GRASS,1
1,2,4,13,5,3,43,60,23,1,15,35,5,11,3,42,53,19,30,1,25,26,342,6,55,514,19,6,15,35,11,17,GRASS,1
1,2,29,12,0,3,35,46,13,0,20,29,4,15,3,13,56,9,48,4,30,21,410,8,28,246,21,3,9,50,3,14,GRASS,2
1,2,18,15,1,8,55,68,19,4,32,57,5,26,3,33,92,18,60,2,50,44,670,7,50,587,27,10,20,78,11,26,GRASS,2
1,2,14,15,1,5,34,52,14,3,14,49,2,10,0,26,63,14,36,5,30,23,446,7,39,335,24,2,13,49,3,16,GRASS,2
1,2,13,12,0,10,36,48,15,0,15,45,3,13,1,30,69,18,36,4,30,23,474,7,38,373,20,5,21,53,5,11,GRASS,2
1,2,7,12,6,19,42,51,13,0,27,35,5,15,1,29,57,13,25,1,27,39,342,6,43,487,25,1,10,35,7,14,GRASS,1
1,2,10,13,1,14,51,70,33,4,26,71,8,14,4,38,80,24,38,3,58,40,612,11,49,508,21,4,23,60,5,33,GRASS,2
1,2,11,30,1,13,74,94,21,1,54,73,2,35,4,38,100,21,44,1,34,61,759,3,56,826,37,4,16,76,5,19,GRASS,1
1,2,7,20,2,23,53,58,18,2,17,52,2,10,3,45,62,27,31,0,33,42,522,2,48,593,25,5,12,46,7,18,GRASS,1
1,2,2,14,3,14,45,56,12,2,30,40,2,20,2,20,62,11,30,0,35,44,434,2,41,478,22,2,10,43,5,22,GRASS,1
1,2,28,53,3,27,95,127,20,8,41,74,6,25,6,77,94,41,80,4,49,80,1044,10,80,1085,96,5,27,75,8,24,GRASS,2
1,2,12,25,0,7,42,61,15,5,26,45,6,19,2,26,54,15,37,3,35,28,534,9,40,437,30,2,18,50,2,24,GRASS,2
1,2,14,21,1,6,58,89,25,6,42,65,8,32,1,42,71,22,54,6,45,35,798,14,52,467,36,6,23,60,7,22,GRASS,2
1,2,13,10,4,10,44,61,21,0,15,33,2,10,6,28,47,16,28,0,22,37,335,2,37,420,13,7,8,34,11,20,GRASS,1
1,2,9,26,0,8,32,44,6,7,19,39,7,15,1,21,50,16,32,4,31,27,401,11,29,250,54,0,21,42,0,16,GRASS,2
1,2,12,21,6,5,55,71,27,1,45,56,4,22,0,58,65,23,33,3,33,43,445,7,56,641,27,6,13,49,12,20,GRASS,1
1,2,7,16,3,13,40,47,23,3,50,37,2,31,5,30,63,11,31,0,34,40,342,2,40,479,23,7,11,48,10,24,GRASS,1
1,2,17,37,3,18,74,102,11,4,42,67,0,26,1,33,103,24,57,1,39,63,676,1,62,760,58,6,22,80,9,29,GRASS,1
1,2,14,13,3,7,59,94,27,2,32,53,9,18,4,36,69,18,39,6,48,43,554,15,50,599,24,2,41,54,5,24,GRASS,2
1,2,15,21,5,6,57,70,39,1,32,49,3,17,5,42,66,23,42,1,32,37,430,4,42,579,26,3,7,48,8,19,GRASS,1
1,2,5,28,3,12,61,90,13,5,39,78,6,25,1,40,79,28,34,6,38,41,807,12,58,661,48,2,29,61,5,20,GRASS,2
1,2,7,6,3,5,43,64,12,1,26,53,1,19,1,25,69,14,27,5,17,21,377,6,49,303,9,3,15,50,6,8,GRASS,2
1,2,2,9,5,2,26,38,15,1,11,16,2,6,2,20,24,9,14,1,7,11,67,3,31,254,16,5,5,10,10,4,GRASS,1
1,2,3,17,6,2,33,55,11,3,2,49,3,0,2,33,68,13,20,6,23,34,368,9,47,409,22,13,23,41,19,10,GRASS,1
1,2,1,5,5,0,23,33,25,3,13,25,4,7,5,28,34,12,15,2,19,13,174,6,31,361,7,9,13,21,14,12,GRASS,1
1,2,2,5,1,2,19,35,11,0,11,33,7,9,4,10,30,9,24,6,25,6,224,13,22,97,12,3,8,21,4,6,GRASS,2
1,2,0,2,4,4,28,39,23,1,5,19,2,2,4,22,24,12,10,1,12,12,195,3,25,247,5,3,13,14,7,8,GRASS,1
1,2,0,9,5,3,18,21,9,3,7,12,0,4,3,6,28,3,4,0,13,22,27,0,20,191,10,2,7,12,7,11,GRASS,1
1,2,3,3,5,5,23,28,12,2,8,13,0,5,3,18,22,6,6,0,9,17,41,0,28,234,4,2,6,10,7,7,GRASS,1
1,2,13,8,2,4,21,35,18,8,12,37,1,6,3,28,49,18,24,4,24,22,275,5,24,248,9,3,22,35,5,16,GRASS,2
1,2,2,12,3,5,39,56,28,6,28,42,10,14,4,29,46,20,32,3,36,20,410,13,37,348,26,3,18,31,6,18,GRASS,1
1,2,9,10,1,3,23,36,24,3,11,27,1,6,3,21,54,12,23,3,17,13,375,4,24,239,19,7,23,37,8,9,GRASS,2
1,2,1,13,0,5,22,30,9,3,16,27,5,9,1,13,33,9,23,1,26,20,235,6,19,173,17,0,8,25,0,13,GRASS,2
1,2,0,7,0,1,21,33,15,3,8,39,3,6,4,24,45,16,16,3,29,18,306,6,28,247,16,4,22,31,4,14,GRASS,2
1,2,9,21,2,3,54,84,22,8,56,39,11,31,0,32,54,19,38,4,25,30,502,15,40,495,37,2,34,42,4,13,GRASS,2
1,2,0,9,4,2,27,36,14,0,17,19,0,11,2,9,41,6,20,0,10,13,112,0,31,275,10,3,1,21,7,6,GRASS,1
1,2,3,27,3,2,41,58,6,5,22,45,6,15,0,30,63,16,27,5,40,34,534,11,55,443,32,7,29,42,10,19,GRASS,2
1,2,6,5,3,1,32,49,15,7,7,30,5,6,6,24,45,13,32,4,23,22,404,9,35,382,7,5,20,32,8,10,GRASS,2
1,2,17,10,4,4,50,76,21,4,16,50,6,8,5,30,63,14,32,5,23,24,597,11,54,557,17,7,20,48,11,13,GRASS,2
1,2,1,10,5,8,19,26,16,4,14,16,2,6,7,10,30,5,9,1,19,25,104,3,19,209,13,5,11,14,10,13,GRASS,1
1,2,2,39,6,2,40,59,15,6,23,28,4,15,1,35,55,17,25,4,24,47,442,8,32,439,59,4,33,35,10,15,GRASS,1
1,2,7,5,1,2,32,52,19,4,22,40,6,15,2,29,34,17,34,4,25,11,350,10,34,183,8,0,8,30,1,14,GRASS,2
1,2,2,25,4,0,29,52,15,3,41,28,8,24,0,20,40,9,23,2,30,25,346,10,35,357,46,4,19,26,8,21,GRASS,1
1,2,1,9,4,4,34,59,26,1,26,47,5,18,5,24,64,14,35,6,31,30,497,11,29,334,13,3,17,43,7,15,GRASS,2
1,2,0,14,5,2,24,32,5,1,5,18,3,3,3,21,33,12,7,0,11,27,56,3,30,241,16,2,14,15,7,8,GRASS,1
1,2,0,4,0,1,20,32,9,5,22,21,6,18,0,14,24,9,23,5,15,9,243,11,14,29,6,0,14,19,0,2,GRASS,2
1,2,12,34,4,1,55,106,24,3,41,56,13,24,2,33,77,18,45,7,33,46,758,20,52,778,54,5,31,49,9,22,GRASS,2
1,2,4,7,4,0,19,40,10,4,6,30,3,3,4,15,41,9,12,7,15,16,373,10,26,333,16,2,25,25,6,7,GRASS,2
1,2,2,5,3,3,31,35,12,0,18,11,1,11,1,22,26,10,25,0,15,15,155,1,31,246,5,3,5,18,6,6,GRASS,1
1,2,12,0,5,0,27,43,19,4,18,32,1,13,5,30,46,12,35,5,23,11,305,6,43,319,1,3,11,34,8,11,GRASS,1
1,2,7,18,2,2,23,36,5,2,8,32,1,5,3,19,46,13,25,4,26,26,364,5,27,371,22,6,17,31,8,11,GRASS,2
1,2,4,2,2,0,18,37,21,3,5,32,6,4,4,19,39,9,20,5,17,13,273,11,17,181,3,3,16,28,5,8,GRASS,2
1,2,3,11,0,4,31,45,12,4,8,32,5,6,2,20,34,15,17,2,21,22,379,7,20,338,15,0,23,29,0,11,GRASS,2
1,2,7,28,7,4,48,71,30,6,44,54,7,33,9,70,89,35,65,6,46,45,907,13,71,929,40,20,26,56,27,21,GRASS,1
1,2,10,1,0,1,24,46,14,2,13,28,11,8,1,18,34,11,32,3,18,9,325,14,26,119,5,1,10,28,1,11,GRASS,2
1,2,4,41,9,3,44,70,36,10,24,61,10,13,13,43,91,28,40,10,59,45,1020,20,58,914,65,17,46,48,26,24,GRASS,2
1,2,1,11,3,4,36,59,14,6,20,57,9,12,2,30,51,19,23,5,29,34,411,14,35,337,14,5,14,32,8,15,GRASS,2
1,2,1,16,3,5,24,31,3,0,8,25,1,3,1,19,35,8,11,0,19,37,176,1,22,260,21,2,7,23,5,14,GRASS,1
1,2,3,19,4,4,43,60,18,6,38,31,3,21,3,26,62,18,37,2,25,32,386,5,44,399,30,3,20,38,7,16,GRASS,1
1,2,5,10,1,1,9,22,5,7,21,20,5,16,2,16,23,7,21,6,16,14,239,11,10,52,20,2,16,21,3,7,GRASS,2
1,2,1,6,4,2,25,35,18,1,20,19,6,7,1,11,36,2,16,1,20,16,120,7,30,279,7,1,5,21,5,14,GRASS,1
1,2,1,13,4,10,51,77,31,5,13,47,7,10,10,32,68,15,44,3,29,33,537,10,50,606,19,6,16,50,10,18,GRASS,2
1,2,2,4,0,5,25,42,10,3,8,26,3,7,4,18,37,11,27,3,14,18,271,6,20,178,10,2,17,32,2,7,GRASS,2
1,2,2,4,4,8,23,27,21,0,9,22,0,2,5,23,36,10,13,1,21,26,250,1,23,351,5,0,7,21,4,14,GRASS,1
1,2,8,4,2,10,41,51,20,5,18,25,4,13,1,22,49,11,29,1,25,21,433,5,41,528,8,4,17,35,6,15,GRASS,1
1,2,3,7,1,1,16,27,6,3,5,33,4,3,2,8,37,4,13,5,19,11,251,9,21,122,8,4,12,29,5,8,GRASS,2
1,2,2,8,5,6,16,17,9,4,6,10,0,2,2,14,25,3,5,0,17,31,48,0,15,212,9,2,9,13,7,14,GRASS,1
1,2,2,11,1,3,20,34,9,3,2,37,3,2,3,21,35,14,10,4,10,20,303,7,14,153,22,3,16,27,4,5,GRASS,2
1,2,5,0,1,0,14,35,10,3,6,26,4,5,1,9,31,5,23,6,13,3,225,10,19,61,1,3,11,23,4,5,GRASS,2
1,2,1,15,6,9,44,62,17,2,18,54,1,7,5,28,64,13,12,3,40,52,438,4,42,601,20,4,24,35,10,18,GRASS,1
1,2,1,0,1,2,20,38,8,1,22,29,4,19,2,9,32,7,30,5,25,11,317,9,22,102,4,0,7,24,1,9,GRASS,2
1,2,1,24,6,9,38,50,18,5,5,46,1,4,3,34,64,17,10,2,28,54,359,3,32,546,31,4,24,36,10,18,GRASS,1
1,2,0,3,6,2,22,32,14,13,8,20,3,5,4,22,29,9,18,3,21,14,231,6,37,312,5,4,18,16,10,13,GRASS,1
1,2,9,5,1,1,28,47,14,2,13,38,4,8,2,30,49,17,40,4,26,9,317,8,48,257,11,7,7,36,8,15,GRASS,2
1,2,1,3,3,3,28,48,13,6,9,39,4,5,4,18,43,8,19,5,9,10,332,9,35,216,3,2,12,31,5,4,GRASS,2
1,2,2,10,6,13,0,0,16,3,5,0,8,4,2,0,0,0,15,1,0,34,217,8,0,436,21,11,19,0,11,0,GRASS,1
1,2,5,9,4,11,0,0,32,1,55,0,6,32,3,0,0,0,37,1,0,38,413,6,0,525,15,11,13,0,11,0,GRASS,1
1,2,5,12,8,27,0,0,27,3,22,0,9,14,5,0,0,0,26,3,0,54,678,9,0,751,21,17,25,0,17,0,GRASS,1
1,2,1,3,0,0,0,0,4,0,10,0,3,9,0,0,0,0,11,3,0,1,131,3,0,15,8,0,9,0,0,0,GRASS,2
1,2,13,16,1,30,0,0,27,2,26,0,1,17,4,0,0,0,30,1,0,62,743,1,0,792,25,7,33,0,7,0,GRASS,1
1,2,0,23,8,9,0,0,21,1,10,0,2,7,5,0,0,0,11,1,0,33,39,2,0,394,31,18,10,0,18,0,GRASS,1
1,2,21,13,3,19,0,0,24,4,21,0,4,12,6,0,0,0,38,2,0,50,597,4,0,621,16,11,14,0,11,0,GRASS,1
1,2,7,9,1,3,0,0,9,2,7,0,9,4,4,0,0,0,18,3,0,15,239,9,0,255,13,6,16,0,6,0,GRASS,2
1,2,4,19,2,31,0,0,22,4,32,0,5,25,4,0,0,0,39,2,0,76,1020,5,0,966,31,9,49,0,9,0,GRASS,2
1,2,17,18,2,10,0,0,40,3,31,0,4,25,10,0,0,0,43,3,0,48,799,4,0,808,23,7,27,0,7,0,GRASS,1
1,2,2,21,10,4,0,0,32,4,31,0,9,16,3,0,0,0,20,6,0,34,432,9,0,466,34,19,30,0,19,0,GRASS,1
1,2,18,21,1,10,0,0,20,3,18,0,9,14,3,0,0,0,40,4,0,33,649,9,0,464,26,9,23,0,9,0,GRASS,2
1,2,9,14,2,4,0,0,37,1,70,0,3,39,7,0,0,0,42,0,0,29,506,3,0,680,22,5,10,0,5,0,GRASS,1
1,2,14,28,0,6,0,0,25,2,47,0,9,35,1,0,0,0,54,2,0,41,650,9,0,593,38,5,30,0,5,0,GRASS,2
1,2,16,36,3,18,0,0,26,1,35,0,7,25,2,0,0,0,58,4,0,52,725,7,0,615,55,5,16,0,5,0,GRASS,2
1,2,24,34,0,20,0,0,21,4,22,0,7,20,0,0,0,0,71,2,0,44,986,7,0,907,66,11,33,0,11,0,GRASS,2
1,2,10,18,0,4,0,0,6,3,5,0,13,4,1,0,0,0,27,6,0,23,381,13,0,152,26,0,18,0,0,0,GRASS,2
1,2,1,23,3,21,0,0,15,3,21,0,8,12,3,0,0,0,12,0,0,61,364,8,0,384,29,7,14,0,7,0,GRASS,1
1,2,20,34,5,1,0,0,37,10,35,0,12,23,14,0,0,0,61,6,0,32,872,12,0,845,47,9,30,0,9,0,GRASS,1
1,2,11,9,3,5,0,0,28,1,26,0,14,21,3,0,0,0,39,5,0,27,507,14,0,413,17,9,32,0,9,0,GRASS,2
1,2,24,10,1,4,0,0,34,5,45,0,10,28,6,0,0,0,61,2,0,18,673,10,0,668,15,5,18,0,5,0,GRASS,2
1,2,9,44,1,28,0,0,14,6,39,0,9,29,0,0,0,0,45,1,0,68,805,9,0,833,72,3,39,0,3,0,GRASS,2
1,2,6,15,3,5,0,0,18,1,16,0,9,13,1,0,0,0,35,6,0,24,427,9,0,416,31,4,29,0,4,0,GRASS,2
1,2,8,25,3,8,0,0,14,1,9,0,6,3,4,0,0,0,30,0,0,31,405,6,0,422,40,3,15,0,3,0,GRASS,1
