MATCH_ID,TOURNAMENT,YEAR,PLAYER1,PLAYER1_ID,PLAYER2,PLAYER2_ID,WINNER,P2ACE,P1NETPOINTWON,P1BREAKPOINTWON,P1ACE,P1FIRSTSRVWON,P1FIRSTSRVIN,P2UNFERR,P1DOUBLEFAULT,P2NETPOINT,P1FORCEDERROR,P2BREAKPOINTMISSED,P2NETPOINTWON,P2DOUBLEFAULT,P2SECONDSRVIN,P2FIRSTSRVIN,P2SECONDSRVWON,P2WINNER,P2BREAKPOINTWON,P1SECONDSRVIN,P1WINNER,P2GAMESWON,P2BREAKPOINT,P2FORCEDERROR,P1GAMESWON,P1NETPOINT,P1BREAKPOINTMISSED,P1UNFERR,P2FIRSTSRVWON,P1BREAKPOINT,P1SECONDSRVWON,PLAYER1_WON_SETS,PLAYER2_WON_SETS
2013-ausopen-2156,AUS_OPEN,2013,Anabel Medina Garrigues,,Marion Bartoli,,,6,5,2,1,0,0,29,1,7,0,8,5,11,0,0,0,26,5,0,14,447,8,0,166,7,10,27,0,10,0,0,2
2013-ausopen-2157,AUS_OPEN,2013,Dominika Cibulkova,,Ashleigh Barty,,,2,7,6,1,0,0,40,3,10,0,8,8,6,0,0,0,25,2,0,25,203,8,0,347,9,15,24,0,15,0,2,0
2013-ausopen-2161,AUS_OPEN,2013,Venus Williams,,Galina Voskoboeva,,,1,7,6,2,0,0,20,2,3,0,4,1,4,0,0,0,12,0,0,21,46,4,0,252,9,11,10,0,11,0,2,0
2013-ausopen-2163,AUS_OPEN,2013,Petra Martic,,Misaki Doi,,,2,5,3,2,0,0,25,6,9,0,8,6,3,0,0,0,21,6,0,10,294,8,0,216,12,5,32,0,5,0,0,2
2013-ausopen-2164,AUS_OPEN,2013,Olga Puchkova,,Maria Sharapova,,,6,2,0,0,0,0,11,2,3,0,9,2,3,0,0,0,18,6,0,4,174,9,0,0,3,2,19,0,2,0,0,2
2013-ausopen-2201,AUS_OPEN,2013,Victoria Azarenka,,Eleni Daniilidou,,,0,7,5,2,0,0,20,2,5,0,3,5,5,0,0,0,7,0,0,21,6,3,0,227,7,8,13,0,8,0,2,0
2013-ausopen-2202,AUS_OPEN,2013,Luksika Kumkhum,,Jamie Hampton,,,1,5,2,1,0,0,23,6,13,0,8,12,2,0,0,0,24,6,0,7,269,8,0,63,6,6,27,0,6,0,0,2
2013-ausopen-2203,AUS_OPEN,2013,Varvara Lepchenko,,Elena Vesnina,,,1,3,1,2,0,0,33,6,5,0,8,4,1,0,0,0,16,4,0,18,385,8,0,207,6,8,34,0,8,0,0,2
2013-ausopen-2205,AUS_OPEN,2013,Caroline Wozniacki,,Donna Vekic,,,2,2,5,3,0,0,32,2,9,0,9,5,4,0,0,0,17,2,0,13,117,9,0,291,5,7,15,0,7,0,2,0
2013-ausopen-2206,AUS_OPEN,2013,Daria Gavrilova,,Lesia Tsurenko,,,0,2,4,2,0,0,42,10,6,0,21,2,6,0,0,0,17,7,0,11,336,21,0,361,4,7,53,0,7,0,0,2
2013-ausopen-2207,AUS_OPEN,2013,Su-Wei Hsieh,,Svetlana Kuznetsova,,,7,7,1,1,0,0,15,4,9,0,9,8,0,0,0,0,23,6,0,9,265,9,0,60,11,1,15,0,1,0,0,2
2013-ausopen-2209,AUS_OPEN,2013,Serena Williams,,Garbine Muguruza,,,3,1,5,10,0,0,28,1,4,0,1,2,4,0,0,0,15,0,0,28,53,1,0,230,2,11,20,0,11,0,2,0
2013-ausopen-2210,AUS_OPEN,2013,Ayumi Morita,,Annika Beck,,,0,5,5,4,0,0,20,1,3,0,5,2,5,0,0,0,9,0,0,25,83,5,0,275,5,9,21,0,9,0,2,0
2013-ausopen-2211,AUS_OPEN,2013,Yanina Wickmayer,,Jana Cepelova,,,3,6,3,3,0,0,28,3,7,0,7,4,1,0,0,0,21,2,0,22,618,7,0,524,13,7,41,0,7,0,2,0
2013-ausopen-2212,AUS_OPEN,2013,Shuai Peng,,Maria Kirilenko,,,4,8,0,2,0,0,16,1,17,0,7,12,1,0,0,0,25,3,0,25,385,7,0,301,14,4,27,0,4,0,0,2
2013-ausopen-2213,AUS_OPEN,2013,Kimiko Date-Krumm,,Shahar Peer,,,1,8,8,1,0,0,44,2,8,0,13,5,2,0,0,0,16,5,0,17,282,13,0,424,9,15,32,0,15,0,2,0
2013-ausopen-2214,AUS_OPEN,2013,Bojana Jovanovski,,Lucie Safarova,,,6,3,4,3,0,0,46,4,6,0,6,4,6,0,0,0,25,2,0,14,339,6,0,487,3,9,26,0,9,0,2,0
2013-ausopen-2215,AUS_OPEN,2013,Sloane Stephens,,Kristina Mladenovic,,,3,1,4,3,0,0,38,5,11,0,3,8,3,0,0,0,10,2,0,21,237,3,0,291,2,5,21,0,5,0,2,0
2013-ausopen-2216,AUS_OPEN,2013,Laura Robson,,Petra Kvitova,,,18,5,7,8,0,0,51,12,20,0,12,16,18,0,0,0,42,7,0,25,878,12,0,822,6,18,41,0,18,0,1,2
2013-ausopen-2217,AUS_OPEN,2013,Na Li,,Olga Govortsova,,,0,9,5,4,0,0,22,2,7,0,10,5,5,0,0,0,10,2,0,26,267,10,0,304,12,6,30,0,6,0,2,0
2013-ausopen-2219,AUS_OPEN,2013,Julia Goerges,,Romina Oprandi,,,0,13,3,7,0,0,24,1,1,0,1,0,2,0,0,0,2,0,0,28,84,1,0,341,17,6,23,0,6,0,2,0
2013-ausopen-2220,AUS_OPEN,2013,Jie Zheng,,Samantha Stosur,,,2,9,6,0,0,0,56,6,20,0,11,11,9,0,0,0,29,6,0,24,547,11,0,399,15,15,43,0,15,0,2,1
2013-ausopen-2221,AUS_OPEN,2013,Ana Ivanovic,,Yung-Jan Chan,,,0,7,5,8,0,0,25,8,16,0,10,10,5,0,0,0,26,6,0,49,451,10,0,453,11,11,49,0,11,0,2,1
2013-ausopen-2222,AUS_OPEN,2013,Maria Joao Koehler,,Jelena Jankovic,,,6,7,4,3,0,0,47,11,9,0,15,7,6,0,0,0,24,4,0,19,518,15,0,500,12,10,57,0,10,0,1,2
2013-ausopen-2223,AUS_OPEN,2013,Ksenia Pervak,,Heather Watson,,,6,6,4,1,0,0,65,3,13,0,9,10,3,0,0,0,30,5,0,19,609,9,0,557,11,11,57,0,11,0,1,2
2013-ausopen-2224,AUS_OPEN,2013,Irina-Camelia Begu,,Agnieszka Radwanska,,,1,8,3,2,0,0,14,4,9,0,12,4,3,0,0,0,13,6,0,28,323,12,0,164,14,6,38,0,6,0,0,2
2013-ausopen-2225,AUS_OPEN,2013,Angelique Kerber,,Lucie Hradecka,,,1,4,6,1,0,0,39,3,16,0,7,9,3,0,0,0,16,2,0,13,117,7,0,245,7,15,20,0,15,0,2,0
2013-ausopen-2226,AUS_OPEN,2013,Madison Keys,,Tamira Paszek,,,0,6,4,6,0,0,20,2,2,0,3,0,4,0,0,0,6,0,0,23,62,3,0,245,8,7,21,0,7,0,2,0
2013-ausopen-2227,AUS_OPEN,2013,Ekaterina Makarova,,Stephanie Foretz Gacon,,,2,9,6,3,0,0,33,3,14,0,6,9,2,0,0,0,21,3,0,11,225,6,0,220,12,9,15,0,9,0,2,0
2013-ausopen-2228,AUS_OPEN,2013,Vesna Dolonc,,Marion Bartoli,,,1,4,3,2,0,0,17,7,8,0,11,3,5,0,0,0,13,7,0,19,306,11,0,224,11,3,38,0,3,0,0,2
2013-ausopen-2229,AUS_OPEN,2013,Dominika Cibulkova,,Valeria Savinykh,,,2,7,5,0,0,0,33,7,11,0,13,7,2,0,0,0,16,6,0,30,512,13,0,383,11,10,57,0,10,0,0,2
2013-ausopen-2230,AUS_OPEN,2013,Kirsten Flipkens,,Klara Zakopalova,,,0,6,6,2,0,0,29,0,8,0,3,4,2,0,0,0,11,1,0,16,31,3,0,226,6,12,15,0,12,0,2,0
2013-ausopen-2231,AUS_OPEN,2013,Venus Williams,,Alize Cornet,,,0,10,5,1,0,0,28,6,5,0,7,4,2,0,0,0,5,2,0,17,199,7,0,240,16,6,26,0,6,0,2,0
2013-ausopen-2232,AUS_OPEN,2013,Misaki Doi,,Maria Sharapova,,,2,0,0,0,0,0,9,5,1,0,9,1,1,0,0,0,16,6,0,1,168,9,0,0,0,0,20,0,0,0,0,2
2013-ausopen-2301,AUS_OPEN,2013,Victoria Azarenka,,Jamie Hampton,,,3,6,7,1,0,0,47,6,13,0,16,10,3,0,0,0,41,5,0,17,346,16,0,464,7,13,28,0,13,0,2,1
2013-ausopen-2302,AUS_OPEN,2013,Elena Vesnina,,Roberta Vinci,,,2,23,4,4,0,0,34,3,21,0,12,12,5,0,0,0,23,4,0,39,572,12,0,586,40,8,47,0,8,0,2,1
2013-ausopen-2303,AUS_OPEN,2013,Caroline Wozniacki,,Lesia Tsurenko,,,0,0,7,0,0,0,48,2,8,0,7,7,1,0,0,0,19,5,0,5,227,7,0,302,1,11,17,0,11,0,2,0
2013-ausopen-2304,AUS_OPEN,2013,Svetlana Kuznetsova,,Carla Suarez Navarro,,,3,15,7,3,0,0,42,1,13,0,11,8,4,0,0,0,20,5,0,40,346,11,0,487,20,15,53,0,15,0,2,1
2013-ausopen-2305,AUS_OPEN,2013,Serena Williams,,Ayumi Morita,,,0,4,5,9,0,0,12,3,3,0,3,2,3,0,0,0,7,1,0,29,153,3,0,196,6,8,25,0,8,0,2,0
2013-ausopen-2306,AUS_OPEN,2013,Yanina Wickmayer,,Maria Kirilenko,,,1,12,3,1,0,0,22,3,15,0,8,6,5,0,0,0,21,4,0,28,381,8,0,392,15,6,29,0,6,0,0,2
2013-ausopen-2307,AUS_OPEN,2013,Kimiko Date-Krumm,,Bojana Jovanovski,,,1,4,5,0,0,0,52,0,8,0,10,3,3,0,0,0,29,7,0,9,463,10,0,377,8,16,36,0,16,0,0,2
2013-ausopen-2308,AUS_OPEN,2013,Sloane Stephens,,Laura Robson,,,0,9,4,3,0,0,47,4,13,0,4,6,2,0,0,0,11,2,0,22,285,4,0,506,14,11,32,0,11,0,2,0
2013-ausopen-2309,AUS_OPEN,2013,Na Li,,Sorana Cirstea,,,1,2,7,1,0,0,24,6,5,0,6,3,3,0,0,0,9,3,0,12,118,6,0,325,5,10,27,0,10,0,2,0
2013-ausopen-2310,AUS_OPEN,2013,Julia Goerges,,Jie Zheng,,,0,20,4,7,0,0,24,2,3,0,6,3,5,0,0,0,14,4,0,42,367,6,0,372,26,5,56,0,5,0,2,1
2013-ausopen-2311,AUS_OPEN,2013,Ana Ivanovic,,Jelena Jankovic,,,1,10,5,3,0,0,19,3,6,0,8,4,3,0,0,0,17,2,0,28,262,8,0,372,12,9,21,0,9,0,2,0
2013-ausopen-2312,AUS_OPEN,2013,Heather Watson,,Agnieszka Radwanska,,,5,8,1,1,0,0,13,2,21,0,8,10,0,0,0,0,19,5,0,13,247,8,0,96,16,8,21,0,8,0,0,2
2013-ausopen-2313,AUS_OPEN,2013,Angelique Kerber,,Madison Keys,,,4,3,5,0,0,0,43,1,17,0,11,13,1,0,0,0,32,2,0,11,266,11,0,342,5,14,12,0,14,0,2,0
2013-ausopen-2314,AUS_OPEN,2013,Ekaterina Makarova,,Marion Bartoli,,,3,12,9,6,0,0,43,1,15,0,13,9,13,0,0,0,27,6,0,51,412,13,0,710,18,14,32,0,14,0,2,1
2013-ausopen-2315,AUS_OPEN,2013,Valeria Savinykh,,Kirsten Flipkens,,,6,11,4,2,0,0,34,2,19,0,8,17,0,0,0,0,28,6,0,13,362,8,0,306,16,9,37,0,9,0,1,2
2013-ausopen-2316,AUS_OPEN,2013,Venus Williams,,Maria Sharapova,,,4,3,1,0,0,0,19,2,2,0,13,2,1,0,0,0,17,5,0,10,324,13,0,72,5,6,26,0,6,0,0,2
2013-ausopen-2401,AUS_OPEN,2013,Victoria Azarenka,,Elena Vesnina,,,1,4,6,4,0,0,26,7,6,0,1,3,5,0,0,0,12,1,0,20,47,1,0,226,4,7,13,0,7,0,2,0
2013-ausopen-2402,AUS_OPEN,2013,Caroline Wozniacki,,Svetlana Kuznetsova,,,2,7,4,2,0,0,41,1,23,0,13,21,2,0,0,0,52,5,0,23,412,13,0,462,17,15,22,0,15,0,1,2
2013-ausopen-2403,AUS_OPEN,2013,Serena Williams,,Maria Kirilenko,,,1,10,5,6,0,0,15,1,4,0,3,2,1,0,0,0,7,0,0,22,38,3,0,209,12,7,6,0,7,0,2,0
2013-ausopen-2404,AUS_OPEN,2013,Bojana Jovanovski,,Sloane Stephens,,,1,6,5,0,0,0,43,6,8,0,11,5,1,0,0,0,20,7,0,14,414,11,0,353,7,7,49,0,7,0,1,2
2013-ausopen-2405,AUS_OPEN,2013,Na Li,,Julia Goerges,,,0,4,5,6,0,0,22,4,9,0,5,4,4,0,0,0,9,2,0,16,241,5,0,406,7,5,16,0,5,0,2,0
2013-ausopen-2406,AUS_OPEN,2013,Ana Ivanovic,,Agnieszka Radwanska,,,7,13,0,2,0,0,4,4,11,0,4,5,0,0,0,0,14,3,0,35,313,4,0,158,19,7,34,0,7,0,0,2
2013-ausopen-2407,AUS_OPEN,2013,Angelique Kerber,,Ekaterina Makarova,,,5,5,2,2,0,0,29,0,12,0,8,9,5,0,0,0,32,4,0,23,387,8,0,334,9,6,22,0,6,0,0,2
2013-ausopen-2408,AUS_OPEN,2013,Kirsten Flipkens,,Maria Sharapova,,,3,1,0,2,0,0,19,3,5,0,8,4,5,0,0,0,25,6,0,4,265,8,0,55,6,3,19,0,3,0,0,2
2013-ausopen-2501,AUS_OPEN,2013,Victoria Azarenka,,Svetlana Kuznetsova,,,4,10,6,3,0,0,43,5,7,0,4,7,6,0,0,0,25,2,0,26,383,4,0,376,17,10,26,0,10,0,2,0
2013-ausopen-2502,AUS_OPEN,2013,Serena Williams,,Sloane Stephens,,,2,13,4,4,0,0,39,1,18,0,8,17,5,0,0,0,23,5,0,23,502,8,0,489,17,12,48,0,12,0,1,2
2013-ausopen-2503,AUS_OPEN,2013,Na Li,,Agnieszka Radwanska,,,1,20,6,2,0,0,21,2,13,0,10,8,2,0,0,0,10,4,0,32,301,10,0,348,24,7,40,0,7,0,2,0
2013-ausopen-2504,AUS_OPEN,2013,Ekaterina Makarova,,Maria Sharapova,,,5,4,1,1,0,0,19,4,4,0,10,3,5,0,0,0,22,5,0,11,235,10,0,103,6,1,23,0,1,0,0,2
2013-ausopen-2601,AUS_OPEN,2013,Victoria Azarenka,,Sloane Stephens,,,1,14,7,2,0,0,42,6,10,0,6,7,2,0,0,0,14,3,0,21,184,6,0,399,18,11,31,0,11,0,2,0
2013-ausopen-2602,AUS_OPEN,2013,Na Li,,Maria Sharapova,,,3,1,5,2,0,0,32,1,4,0,7,4,6,0,0,0,17,1,0,21,167,7,0,326,2,10,18,0,10,0,2,0
2013-ausopen-2701,AUS_OPEN,2013,Victoria Azarenka,,Na Li,,,4,7,9,1,0,0,57,4,10,0,18,6,5,0,0,0,36,7,0,18,408,18,0,460,13,12,28,0,12,0,2,1
2014-ausopen-1101,AUS_OPEN,2014,Rafael Nadal,,Bernard Tomic,,,3,5,1,5,0,0,7,1,5,0,0,3,1,0,0,0,13,0,0,13,137,0,0,123,5,1,5,0,1,0,1,0
2014-ausopen-1102,AUS_OPEN,2014,Thanasi Kokkinakis,,Igor Sijsling,,,20,12,3,8,0,0,47,9,33,0,9,22,5,0,0,0,53,4,0,54,754,9,0,710,20,5,45,0,5,0,3,1
2014-ausopen-1104,AUS_OPEN,2014,Ryan Harrison,,Gael Monfils,,,9,13,0,2,0,0,27,1,19,0,4,16,5,0,0,0,43,3,0,19,430,4,0,340,18,0,23,0,0,0,0,3
2014-ausopen-1105,AUS_OPEN,2014,Andreas Seppi,,Lleyton Hewitt,,,23,8,7,17,0,0,61,5,40,0,13,23,5,0,0,0,54,7,0,67,932,13,0,1005,11,18,59,0,18,0,3,2
2014-ausopen-1108,AUS_OPEN,2014,Marinko Matosevic,,Kei Nishikori,,,6,14,3,14,0,0,50,9,15,0,15,9,6,0,0,0,44,7,0,46,820,15,0,516,29,9,63,0,9,0,2,3
2014-ausopen-1109,AUS_OPEN,2014,Milos Raonic,,Daniel Gimeno-Traver,,,5,21,7,21,0,0,33,7,11,0,6,7,5,0,0,0,22,3,0,48,455,6,0,671,29,20,29,0,20,0,3,1
2014-ausopen-1114,AUS_OPEN,2014,Nick Kyrgios,,Benjamin Becker,,,12,5,6,34,0,0,36,13,6,0,7,6,5,0,0,0,38,3,0,71,601,7,0,748,8,8,52,0,8,0,3,1
2014-ausopen-1116,AUS_OPEN,2014,Rhyne Williams,,Juan Martin Del Potro,,,16,10,1,29,0,0,29,1,23,0,8,19,3,0,0,0,46,4,0,55,651,8,0,516,13,2,39,0,2,0,1,3
2014-ausopen-1117,AUS_OPEN,2014,Andy Murray,,Go Soeda,,,6,4,7,12,0,0,33,2,15,0,0,10,3,0,0,0,23,0,0,32,161,0,0,309,4,13,13,0,13,0,3,0
2014-ausopen-1125,AUS_OPEN,2014,Jo-Wilfried Tsonga,,Filippo Volandri,,,2,11,5,15,0,0,39,1,30,0,2,20,6,0,0,0,28,1,0,36,360,2,0,444,14,13,25,0,13,0,3,0
2014-ausopen-1127,AUS_OPEN,2014,Marin Cilic,,Marcel Granollers,,,13,21,5,22,0,0,34,4,29,0,3,20,4,0,0,0,41,2,0,63,539,3,0,625,31,8,53,0,8,0,3,2
2014-ausopen-1129,AUS_OPEN,2014,Fernando Verdasco,,Ze Zhang,,,7,7,5,20,0,0,48,6,15,0,5,8,6,0,0,0,20,1,0,44,402,5,0,582,9,14,40,0,14,0,3,1
2014-ausopen-1132,AUS_OPEN,2014,James Duckworth,,Roger Federer,,,11,17,0,13,0,0,17,3,17,0,17,15,5,0,0,0,30,4,0,34,409,17,0,285,29,1,38,0,1,0,0,3
2014-ausopen-1133,AUS_OPEN,2014,Tomas Berdych,,Aleksandr Nedovyesov,,,8,11,4,9,0,0,37,0,10,0,2,7,2,0,0,0,22,0,0,35,347,2,0,390,17,14,17,0,14,0,3,0
2014-ausopen-1134,AUS_OPEN,2014,Di Wu,,Kenny De Schepper,,,19,18,2,3,0,0,66,5,37,0,11,27,13,0,0,0,58,4,0,33,769,11,0,775,29,13,36,0,13,0,0,3
2014-ausopen-1140,AUS_OPEN,2014,Guillermo Garcia-Lopez,,Tommy Haas,,,4,3,4,7,0,0,35,3,10,0,2,10,7,0,0,0,18,1,0,19,309,2,0,308,5,4,9,0,4,0,1,0
2014-ausopen-1144,AUS_OPEN,2014,Jordan Thompson,,Jerzy Janowicz,,,18,13,3,13,0,0,64,8,33,0,9,24,11,0,0,0,62,5,0,40,686,9,0,480,17,10,36,0,10,0,2,3
2014-ausopen-1148,AUS_OPEN,2014,Alejandro Gonzalez,,David Ferrer,,,2,10,5,2,0,0,30,4,22,0,12,18,6,0,0,0,33,8,0,22,463,12,0,321,19,7,41,0,7,0,0,3
2014-ausopen-1149,AUS_OPEN,2014,Stanislas Wawrinka,,Andrey Golubev,,,0,12,4,4,0,0,15,1,11,0,2,6,0,0,0,0,8,1,0,23,137,2,0,209,13,9,11,0,9,0,1,0
2014-ausopen-1151,AUS_OPEN,2014,Nicolas Mahut,,Matthew Ebden,,,7,23,6,7,0,0,55,4,31,0,12,23,7,0,0,0,45,6,0,49,626,12,0,596,40,15,57,0,15,0,2,3
2014-ausopen-1152,AUS_OPEN,2014,Samuel Groth,,Vasek Pospisil,,,6,19,0,16,0,0,17,4,8,0,10,5,4,0,0,0,31,4,0,35,411,10,0,335,41,2,25,0,2,0,0,3
2014-ausopen-1156,AUS_OPEN,2014,David Guez,,Richard Gasquet,,,12,5,3,3,0,0,20,0,11,0,10,8,0,0,0,0,32,7,0,20,444,10,0,333,14,7,39,0,7,0,0,3
2014-ausopen-1159,AUS_OPEN,2014,Santiago Giraldo,,Sam Querrey,,,24,6,2,9,0,0,45,3,15,0,7,12,4,0,0,0,47,4,0,35,622,7,0,448,9,7,41,0,7,0,1,3
2014-ausopen-1162,AUS_OPEN,2014,Marcos Baghdatis,,Denis Istomin,,,9,16,1,8,0,0,41,4,15,0,13,12,1,0,0,0,41,4,0,37,660,13,0,493,23,9,50,0,9,0,0,3
2014-ausopen-1164,AUS_OPEN,2014,Lukas Lacko,,Novak Djokovic,,,10,8,1,5,0,0,30,1,8,0,8,6,0,0,0,0,40,4,0,17,505,8,0,385,10,3,29,0,3,0,0,3
2014-ausopen-1201,AUS_OPEN,2014,Rafael Nadal,,Thanasi Kokkinakis,,,4,11,5,7,0,0,24,1,9,0,3,7,3,0,0,0,21,0,0,39,193,3,0,389,13,10,19,0,10,0,3,0
2014-ausopen-1202,AUS_OPEN,2014,Jack Sock,,Gael Monfils,,,13,13,1,5,0,0,30,9,17,0,11,14,3,0,0,0,39,4,0,34,676,11,0,461,20,1,37,0,1,0,0,3
2014-ausopen-1203,AUS_OPEN,2014,Andreas Seppi,,Donald Young,,,6,7,6,12,0,0,78,10,44,0,15,29,15,0,0,0,47,6,0,47,764,15,0,749,11,18,65,0,18,0,2,3
2014-ausopen-1207,AUS_OPEN,2014,Benoit Paire,,Nick Kyrgios,,,24,25,7,32,0,0,74,5,31,0,10,20,11,0,0,0,59,2,0,78,913,10,0,1015,29,24,45,0,24,0,3,2
2014-ausopen-1208,AUS_OPEN,2014,Roberto Bautista Agut,,Juan Martin Del Potro,,,28,15,5,12,0,0,41,6,18,0,17,12,2,0,0,0,53,4,0,72,735,17,0,789,24,8,59,0,8,0,3,2
2014-ausopen-1209,AUS_OPEN,2014,Andy Murray,,Vincent Millot,,,2,4,8,5,0,0,55,5,17,0,4,12,7,0,0,0,22,3,0,25,308,4,0,429,4,17,31,0,17,0,3,0
2014-ausopen-1211,AUS_OPEN,2014,Stephane Robert,,Michal Przysiezny,,,12,9,5,9,0,0,58,8,29,0,7,19,5,0,0,0,42,2,0,39,604,7,0,708,10,14,27,0,14,0,2,1
2014-ausopen-1213,AUS_OPEN,2014,Jo-Wilfried Tsonga,,Thomaz Bellucci,,,9,16,3,14,0,0,29,6,16,0,4,11,5,0,0,0,19,1,0,47,430,4,0,660,22,9,28,0,9,0,3,0
2014-ausopen-1215,AUS_OPEN,2014,Fernando Verdasco,,Teymuraz Gabashvili,,,2,15,6,12,0,0,51,18,10,0,17,6,4,0,0,0,24,5,0,56,777,17,0,694,26,10,71,0,10,0,2,3
2014-ausopen-1216,AUS_OPEN,2014,Blaz Kavcic,,Roger Federer,,,11,3,1,6,0,0,35,3,26,0,11,21,0,0,0,0,52,6,0,14,554,11,0,312,10,2,21,0,2,0,0,3
2014-ausopen-1217,AUS_OPEN,2014,Tomas Berdych,,Kenny De Schepper,,,8,20,5,5,0,0,32,4,24,0,0,14,9,0,0,0,29,0,0,29,193,0,0,415,24,8,13,0,8,0,3,0
2014-ausopen-1221,AUS_OPEN,2014,Mikhail Youzhny,,Florian Mayer,,,19,12,3,14,0,0,41,5,38,0,11,27,3,0,0,0,48,4,0,48,605,11,0,543,18,7,46,0,7,0,2,3
2014-ausopen-1222,AUS_OPEN,2014,Pablo Andujar,,Jerzy Janowicz,,,15,16,3,11,0,0,47,1,15,0,11,10,5,0,0,0,63,3,0,57,772,11,0,819,23,11,28,0,11,0,1,3
2014-ausopen-1224,AUS_OPEN,2014,Adrian Mannarino,,David Ferrer,,,0,17,5,5,0,0,48,1,19,0,17,18,4,0,0,0,32,9,0,32,653,17,0,626,27,10,73,0,10,0,1,3
2014-ausopen-1225,AUS_OPEN,2014,Stanislas Wawrinka,,Alejandro Falla,,,1,17,6,9,0,0,37,4,32,0,7,21,3,0,0,0,26,2,0,61,597,7,0,714,20,17,46,0,17,0,3,1
2014-ausopen-1226,AUS_OPEN,2014,Matthew Ebden,,Vasek Pospisil,,,13,22,3,8,0,0,47,3,35,0,5,25,3,0,0,0,46,4,0,30,743,5,0,762,31,11,43,0,11,0,1,3
2014-ausopen-1227,AUS_OPEN,2014,Tommy Robredo,,Julien Benneteau,,,14,11,4,17,0,0,65,3,61,0,11,40,6,0,0,0,64,1,0,66,821,11,0,860,13,13,25,0,13,0,3,1
2014-ausopen-1228,AUS_OPEN,2014,Nikolay Davydenko,,Richard Gasquet,,,9,9,4,6,0,0,37,1,13,0,11,8,5,0,0,0,33,6,0,39,519,11,0,543,10,5,43,0,5,0,0,3
2014-ausopen-1229,AUS_OPEN,2014,Fabio Fognini,,Jarkko Nieminen,,,3,23,5,9,0,0,37,12,20,0,16,15,5,0,0,0,24,2,0,51,670,16,0,635,30,15,60,0,15,0,3,1
2014-ausopen-1230,AUS_OPEN,2014,Sam Querrey,,Ernests Gulbis,,,7,4,5,19,0,0,41,4,8,0,3,4,4,0,0,0,19,1,0,30,259,3,0,365,8,9,21,0,9,0,3,0
2014-ausopen-1231,AUS_OPEN,2014,Dmitry Tursunov,,Denis Istomin,,,14,23,3,5,0,0,34,5,15,0,8,12,1,0,0,0,46,5,0,31,555,8,0,566,35,10,44,0,10,0,1,3
2014-ausopen-1232,AUS_OPEN,2014,Leonardo Mayer,,Novak Djokovic,,,12,6,0,3,0,0,11,7,7,0,6,4,2,0,0,0,30,5,0,14,422,6,0,249,9,0,39,0,0,0,0,3
2014-ausopen-1301,AUS_OPEN,2014,Rafael Nadal,,Gael Monfils,,,10,8,6,2,0,0,57,0,8,0,6,4,5,0,0,0,33,0,0,21,185,6,0,418,12,12,18,0,12,0,3,0
2014-ausopen-1302,AUS_OPEN,2014,Donald Young,,Kei Nishikori,,,3,15,1,1,0,0,27,5,6,0,12,2,1,0,0,0,30,8,0,17,344,12,0,300,29,4,32,0,4,0,0,3
2014-ausopen-1303,AUS_OPEN,2014,Milos Raonic,,Grigor Dimitrov,,,15,22,1,21,0,0,13,5,13,0,4,10,5,0,0,0,49,2,0,50,638,4,0,633,51,3,39,0,3,0,1,3
2014-ausopen-1304,AUS_OPEN,2014,Benoit Paire,,Roberto Bautista Agut,,,4,10,2,13,0,0,23,3,9,0,20,7,1,0,0,0,21,7,0,31,473,20,0,216,17,7,59,0,7,0,0,3
2014-ausopen-1305,AUS_OPEN,2014,Andy Murray,,Feliciano Lopez,,,8,9,4,6,0,0,44,2,30,0,1,22,7,0,0,0,31,1,0,29,407,1,0,595,12,11,30,0,11,0,3,0
2014-ausopen-1306,AUS_OPEN,2014,Stephane Robert,,Martin Klizan,,,6,13,4,7,0,0,38,5,27,0,3,17,4,0,0,0,36,0,0,35,354,3,0,584,15,10,23,0,10,0,3,0
2014-ausopen-1307,AUS_OPEN,2014,Jo-Wilfried Tsonga,,Gilles Simon,,,7,17,3,17,0,0,25,0,23,0,3,20,3,0,0,0,21,0,0,40,409,3,0,536,22,6,29,0,6,0,3,0
2014-ausopen-1308,AUS_OPEN,2014,Teymuraz Gabashvili,,Roger Federer,,,6,6,0,3,0,0,18,5,17,0,14,9,1,0,0,0,35,5,0,27,415,14,0,199,16,5,33,0,5,0,0,3
2014-ausopen-1309,AUS_OPEN,2014,Tomas Berdych,,Damir Dzumhur,,,5,11,5,13,0,0,34,1,4,0,2,2,6,0,0,0,21,0,0,32,241,2,0,384,13,9,26,0,9,0,3,0
2014-ausopen-1310,AUS_OPEN,2014,Kevin Anderson,,Edouard Roger-Vasselin,,,8,21,3,27,0,0,34,6,28,0,7,17,4,0,0,0,43,3,0,82,914,7,0,742,29,12,69,0,12,0,3,2
2014-ausopen-1311,AUS_OPEN,2014,Florian Mayer,,Jerzy Janowicz,,,3,12,5,17,0,0,44,0,15,0,1,11,7,0,0,0,34,0,0,38,286,1,0,410,13,11,7,0,11,0,3,0
2014-ausopen-1312,AUS_OPEN,2014,Jeremy Chardy,,David Ferrer,,,2,17,1,8,0,0,24,8,10,0,11,8,1,0,0,0,22,5,0,30,547,11,0,469,25,3,51,0,3,0,0,3
