MATCH_ID,TOURNAMENT,YEAR,PLAYER1,PLAYER1_ID,PLAYER2,PLAYER2_ID,WINNER,P2ACE,P1NETPOINTWON,P1BREAKPOINTWON,P1ACE,P1FIRSTSRVWON,P1FIRSTSRVIN,P2UNFERR,P1DOUBLEFAULT,P2NETPOINT,P1FORCEDERROR,P2BREAKPOINTMISSED,P2NETPOINTWON,P2DOUBLEFAULT,P2SECONDSRVIN,P2FIRSTSRVIN,P2SECONDSRVWON,P2WINNER,P2BREAKPOINTWON,P1SECONDSRVIN,P1WINNER,P2GAMESWON,P2BREAKPOINT,P2FORCEDERROR,P1GAMESWON,P1NETPOINT,P1BREAKPOINTMISSED,P1UNFERR,P2FIRSTSRVWON,P1BREAKPOINT,P1SECONDSRVWON,PLAYER1_WON_SETS,PLAYER2_WON_SETS
2013-frenchopen-1130,FRENCH_OPEN,2013,Florent Serra,,Nikolay Davydenko,,,3,2,2,1,0,0,27,1,5,0,7,5,3,0,0,0,28,5,0,17,492,7,0,352,3,3,25,0,3,0,0,3
2013-frenchopen-1132,FRENCH_OPEN,2013,Sergiy Stakhovsky,,Richard Gasquet,,,3,10,1,1,0,0,13,1,23,0,10,19,1,0,0,0,26,6,0,16,409,10,0,168,23,4,30,0,4,0,0,3
2013-frenchopen-1133,FRENCH_OPEN,2013,Tomas Berdych,,Gael Monfils,,,26,34,1,11,0,0,44,2,17,0,8,12,3,0,0,0,66,3,0,72,1086,8,0,1091,46,5,57,0,5,0,2,3
2013-frenchopen-1134,FRENCH_OPEN,2013,Ernests Gulbis,,Rogerio Dutra Silva,,,1,12,6,7,0,0,32,2,15,0,6,11,2,0,0,0,17,3,0,40,379,6,0,515,16,9,26,0,9,0,3,0
2013-frenchopen-1137,FRENCH_OPEN,2013,Andreas Seppi,,Leonardo Mayer,,,11,13,9,8,0,0,69,3,28,0,10,15,8,0,0,0,48,6,0,50,870,10,0,964,18,14,69,0,14,0,3,2
2013-frenchopen-1138,FRENCH_OPEN,2013,Blaz Kavcic,,James Duckworth,,,3,7,7,1,0,0,27,0,18,0,5,7,4,0,0,0,13,1,0,25,143,5,0,365,16,12,8,0,12,0,3,0
2013-frenchopen-1139,FRENCH_OPEN,2013,Martin Alund,,Edouard Roger-Vasselin,,,6,11,2,1,0,0,34,2,16,0,19,11,1,0,0,0,33,8,0,24,523,19,0,195,17,7,41,0,7,0,1,3
2013-frenchopen-1140,FRENCH_OPEN,2013,Andreas Haider-Maurer,,Nicolas Almagro,,,13,5,1,8,0,0,37,3,10,0,7,6,6,0,0,0,40,4,0,28,512,7,0,426,8,4,32,0,4,0,1,3
2013-frenchopen-1141,FRENCH_OPEN,2013,Milos Raonic,,Xavier Malisse,,,8,31,6,16,0,0,18,2,8,0,5,5,1,0,0,0,26,2,0,61,315,5,0,524,40,9,36,0,9,0,3,1
2013-frenchopen-1142,FRENCH_OPEN,2013,Steve Darcis,,Michael Llodra,,,17,17,4,3,0,0,46,1,54,0,18,33,6,0,0,0,59,7,0,35,713,18,0,440,33,6,18,0,6,0,1,3
2013-frenchopen-1144,FRENCH_OPEN,2013,Illya Marchenko,,Kevin Anderson,,,13,8,1,0,0,0,33,4,12,0,12,10,4,0,0,0,38,4,0,21,477,12,0,452,16,2,35,0,2,0,0,3
2013-frenchopen-1145,FRENCH_OPEN,2013,Marcel Granollers,,Feliciano Lopez,,,12,22,6,7,0,0,74,3,41,0,9,29,3,0,0,0,60,6,0,33,700,9,0,714,39,15,48,0,15,0,2,3
2013-frenchopen-1146,FRENCH_OPEN,2013,Joao Sousa,,Go Soeda,,,3,5,7,7,0,0,41,2,11,0,4,6,4,0,0,0,19,1,0,29,115,4,0,406,7,10,21,0,10,0,3,0
2013-frenchopen-1148,FRENCH_OPEN,2013,Marinko Matosevic,,David Ferrer,,,3,10,5,1,0,0,22,5,4,0,11,4,4,0,0,0,22,8,0,20,400,11,0,357,19,8,42,0,8,0,0,3
2013-frenchopen-1149,FRENCH_OPEN,2013,Jo-Wilfried Tsonga,,Aljaz Bedene,,,4,10,6,5,0,0,35,0,9,0,4,8,4,0,0,0,15,1,0,29,179,4,0,410,13,10,33,0,10,0,3,0
2013-frenchopen-1150,FRENCH_OPEN,2013,Jarkko Nieminen,,Paul-Henri Mathieu,,,7,8,6,11,0,0,71,4,31,0,15,22,8,0,0,0,60,5,0,57,885,15,0,781,11,7,42,0,7,0,3,2
2013-frenchopen-1152,FRENCH_OPEN,2013,Benjamin Becker,,Jeremy Chardy,,,10,11,1,7,0,0,33,5,16,0,11,10,6,0,0,0,46,5,0,24,475,11,0,414,14,5,24,0,5,0,0,3
2013-frenchopen-1154,FRENCH_OPEN,2013,Viktor Troicki,,James Blake,,,3,10,7,12,0,0,31,4,17,0,2,8,2,0,0,0,23,2,0,33,244,2,0,365,16,11,12,0,11,0,3,0
2013-frenchopen-1156,FRENCH_OPEN,2013,Philipp Petzschner,,Marin Cilic,,,5,9,1,0,0,0,15,6,17,0,12,11,1,0,0,0,35,7,0,12,364,12,0,191,14,2,28,0,2,0,0,3
2013-frenchopen-1157,FRENCH_OPEN,2013,Gilles Simon,,Lleyton Hewitt,,,4,11,10,7,0,0,72,2,35,0,10,19,6,0,0,0,44,9,0,41,462,10,0,646,18,14,49,0,14,0,3,2
2013-frenchopen-1158,FRENCH_OPEN,2013,Adrian Mannarino,,Pablo Cuevas,,,5,22,5,5,0,0,57,5,15,0,20,13,6,0,0,0,54,6,0,45,693,20,0,883,34,12,80,0,12,0,2,3
2013-frenchopen-1160,FRENCH_OPEN,2013,Lukas Lacko,,Sam Querrey,,,10,3,1,4,0,0,37,4,13,0,7,12,1,0,0,0,42,4,0,21,449,7,0,262,5,1,24,0,1,0,0,3
2013-frenchopen-1161,FRENCH_OPEN,2013,Julien Benneteau,,Ricardas Berankis,,,13,14,4,14,0,0,56,2,39,0,13,29,10,0,0,0,72,4,0,48,946,13,0,919,26,13,27,0,13,0,3,1
2013-frenchopen-1163,FRENCH_OPEN,2013,Somdev Devvarman,,Daniel Munoz-De La Nava,,,0,12,5,7,0,0,47,3,25,0,16,22,2,0,0,0,40,1,0,26,526,16,0,504,21,8,20,0,8,0,3,0
2013-frenchopen-1164,FRENCH_OPEN,2013,Pablo Carreno-Busta,,Roger Federer,,,10,7,1,1,0,0,19,3,10,0,7,8,0,0,0,0,33,7,0,12,415,7,0,105,12,3,29,0,3,0,0,3
2013-frenchopen-1201,FRENCH_OPEN,2013,Novak Djokovic,,Guido Pella,,,1,15,7,1,0,0,34,2,3,0,1,1,4,0,0,0,10,0,0,29,110,1,0,373,19,16,26,0,16,0,3,0
2013-frenchopen-1202,FRENCH_OPEN,2013,Lucas Pouille,,Grigor Dimitrov,,,4,11,1,1,0,0,32,3,15,0,9,14,3,0,0,0,34,4,0,15,442,9,0,278,17,6,36,0,6,0,0,2
2013-frenchopen-1205,FRENCH_OPEN,2013,Tommy Haas,,Jack Sock,,,4,8,4,11,0,0,34,3,23,0,7,17,6,0,0,0,25,1,0,34,611,7,0,588,12,16,30,0,16,0,3,0
2013-frenchopen-1206,FRENCH_OPEN,2013,Ryan Harrison,,John Isner,,,15,10,1,9,0,0,52,9,47,0,18,33,2,0,0,0,61,5,0,52,1103,18,0,928,17,7,37,0,7,0,2,3
2013-frenchopen-1208,FRENCH_OPEN,2013,Fernando Verdasco,,Janko Tipsarevic,,,9,27,4,10,0,0,52,9,27,0,20,18,1,0,0,0,49,5,0,74,1029,20,0,999,34,14,89,0,14,0,2,3
2013-frenchopen-1209,FRENCH_OPEN,2013,Rafael Nadal,,Martin Klizan,,,6,13,7,5,0,0,57,2,24,0,7,12,5,0,0,0,32,4,0,27,310,7,0,559,16,10,29,0,10,0,3,1
2013-frenchopen-1210,FRENCH_OPEN,2013,Lukas Rosol,,Fabio Fognini,,,7,15,2,8,0,0,36,3,6,0,11,2,4,0,0,0,34,4,0,37,479,11,0,561,27,6,51,0,6,0,1,3
2013-frenchopen-1211,FRENCH_OPEN,2013,Benoit Paire,,Lukasz Kubot,,,1,11,7,9,0,0,26,3,20,0,6,9,2,0,0,0,23,4,0,54,464,6,0,516,18,16,35,0,16,0,3,0
2013-frenchopen-1212,FRENCH_OPEN,2013,Grega Zemlja,,Kei Nishikori,,,4,7,6,5,0,0,56,5,17,0,24,15,5,0,0,0,43,12,0,24,722,24,0,417,11,10,47,0,10,0,1,3
2013-frenchopen-1213,FRENCH_OPEN,2013,Stanislas Wawrinka,,Horacio Zeballos,,,4,11,3,19,0,0,26,6,19,0,8,14,3,0,0,0,25,0,0,50,481,8,0,551,20,6,33,0,6,0,3,0
2013-frenchopen-1215,FRENCH_OPEN,2013,Denis Istomin,,Nikolay Davydenko,,,2,10,1,3,0,0,28,0,18,0,14,15,1,0,0,0,22,5,0,19,503,14,0,398,19,1,41,0,1,0,0,3
2013-frenchopen-1216,FRENCH_OPEN,2013,Michal Przysiezny,,Richard Gasquet,,,9,6,2,3,0,0,15,0,7,0,13,4,3,0,0,0,39,8,0,14,442,13,0,140,11,3,34,0,3,0,0,3
2013-frenchopen-1217,FRENCH_OPEN,2013,Gael Monfils,,Ernests Gulbis,,,3,4,6,8,0,0,68,4,28,0,12,22,6,0,0,0,52,4,0,29,748,12,0,875,9,10,33,0,10,0,2,3
2013-frenchopen-1219,FRENCH_OPEN,2013,Andreas Seppi,,Blaz Kavcic,,,7,21,6,14,0,0,40,1,24,0,8,13,5,0,0,0,46,2,0,63,698,8,0,936,30,18,39,0,18,0,4,3
2013-frenchopen-1220,FRENCH_OPEN,2013,Edouard Roger-Vasselin,,Nicolas Almagro,,,9,10,1,4,0,0,45,1,11,0,12,9,6,0,0,0,41,5,0,23,489,12,0,255,14,11,34,0,11,0,0,3
2013-frenchopen-1221,FRENCH_OPEN,2013,Milos Raonic,,Michael Llodra,,,14,30,4,24,0,0,26,4,51,0,7,26,4,0,0,0,43,2,0,74,625,7,0,752,40,12,41,0,12,0,2,2
2013-frenchopen-1224,FRENCH_OPEN,2013,Albert Montanes,,David Ferrer,,,3,9,2,3,0,0,21,1,12,0,15,8,2,0,0,0,29,8,0,28,476,15,0,156,16,3,36,0,3,0,0,3
2013-frenchopen-1225,FRENCH_OPEN,2013,Jo-Wilfried Tsonga,,Jarkko Nieminen,,,1,15,4,8,0,0,35,1,26,0,1,21,2,0,0,0,24,1,0,35,485,1,0,581,19,7,36,0,7,0,3,0
2013-frenchopen-1226,FRENCH_OPEN,2013,Roberto Bautista Agut,,Jeremy Chardy,,,11,12,0,1,0,0,39,0,23,0,8,18,4,0,0,0,59,4,0,17,475,8,0,381,15,0,10,0,0,0,0,6
2013-frenchopen-1228,FRENCH_OPEN,2013,Nick Kyrgios,,Marin Cilic,,,8,2,0,3,0,0,15,4,5,0,7,5,3,0,0,0,32,5,0,14,391,7,0,180,6,3,23,0,3,0,0,3
2013-frenchopen-1229,FRENCH_OPEN,2013,Gilles Simon,,Pablo Cuevas,,,2,15,10,4,0,0,39,1,12,0,5,7,4,0,0,0,23,2,0,54,278,5,0,632,20,17,41,0,17,0,3,1
2013-frenchopen-1230,FRENCH_OPEN,2013,Jan Hajek,,Sam Querrey,,,8,6,4,3,0,0,28,1,12,0,12,7,6,0,0,0,39,7,0,31,567,12,0,463,15,8,25,0,8,0,0,3
2013-frenchopen-1231,FRENCH_OPEN,2013,Julien Benneteau,,Tobias Kamke,,,5,20,5,5,0,0,36,8,24,0,16,10,4,0,0,0,54,7,0,63,981,16,0,898,34,10,76,0,10,0,5,1
2013-frenchopen-1232,FRENCH_OPEN,2013,Somdev Devvarman,,Roger Federer,,,3,2,0,2,0,0,33,0,26,0,14,16,0,0,0,0,54,7,0,12,388,14,0,83,10,3,14,0,3,0,0,3
2013-frenchopen-1301,FRENCH_OPEN,2013,Novak Djokovic,,Grigor Dimitrov,,,0,4,7,2,0,0,48,0,7,0,5,5,2,0,0,0,18,1,0,13,156,5,0,424,8,16,22,0,16,0,3,0
2013-frenchopen-1302,FRENCH_OPEN,2013,Victor Hanescu,,Philipp Kohlschreiber,,,6,5,1,1,0,0,23,5,27,0,9,18,1,0,0,0,40,6,0,21,450,9,0,405,17,14,24,0,14,0,0,3
2013-frenchopen-1303,FRENCH_OPEN,2013,Tommy Haas,,John Isner,,,27,11,3,15,0,0,58,9,71,0,13,46,0,0,0,0,92,2,0,85,1645,13,0,1440,14,23,43,0,23,0,2,3
2013-frenchopen-1304,FRENCH_OPEN,2013,Mikhail Youzhny,,Janko Tipsarevic,,,5,12,4,3,0,0,22,3,14,0,3,8,5,0,0,0,22,0,0,42,317,3,0,447,18,8,29,0,8,0,3,0
2013-frenchopen-1305,FRENCH_OPEN,2013,Rafael Nadal,,Fabio Fognini,,,3,12,5,5,0,0,59,1,26,0,11,15,2,0,0,0,47,3,0,24,546,11,0,683,15,18,40,0,18,0,3,0
2013-frenchopen-1306,FRENCH_OPEN,2013,Benoit Paire,,Kei Nishikori,,,1,7,4,6,0,0,34,9,23,0,19,13,5,0,0,0,27,8,0,36,706,19,0,555,16,9,64,0,9,0,1,3
2013-frenchopen-1307,FRENCH_OPEN,2013,Stanislas Wawrinka,,Jerzy Janowicz,,,6,17,5,9,0,0,46,2,21,0,5,16,10,0,0,0,37,1,0,48,486,5,0,740,22,14,29,0,14,0,3,1
2013-frenchopen-1308,FRENCH_OPEN,2013,Nikolay Davydenko,,Richard Gasquet,,,5,9,2,3,0,0,18,0,24,0,10,12,3,0,0,0,27,5,0,36,518,10,0,338,11,3,38,0,3,0,0,3
2013-frenchopen-1309,FRENCH_OPEN,2013,Gael Monfils,,Tommy Robredo,,,4,26,4,2,0,0,52,1,37,0,17,27,2,0,0,0,50,6,0,61,884,17,0,865,33,12,68,0,12,0,2,3
2013-frenchopen-1311,FRENCH_OPEN,2013,Milos Raonic,,Kevin Anderson,,,8,13,1,16,0,0,15,1,10,0,12,8,2,0,0,0,31,3,0,50,587,12,0,633,25,4,38,0,4,0,0,3
2013-frenchopen-1312,FRENCH_OPEN,2013,Feliciano Lopez,,David Ferrer,,,1,15,3,5,0,0,30,3,14,0,19,11,4,0,0,0,35,7,0,21,493,19,0,385,22,5,41,0,5,0,0,3
2013-frenchopen-1313,FRENCH_OPEN,2013,Jo-Wilfried Tsonga,,Jeremy Chardy,,,3,13,5,6,0,0,34,0,21,0,2,15,3,0,0,0,17,0,0,25,294,2,0,384,15,10,24,0,10,0,3,0
2013-frenchopen-1314,FRENCH_OPEN,2013,Viktor Troicki,,Marin Cilic,,,6,11,4,7,0,0,56,4,25,0,9,18,4,0,0,0,34,2,0,32,722,9,0,765,17,10,36,0,10,0,3,0
2013-frenchopen-1315,FRENCH_OPEN,2013,Gilles Simon,,Sam Querrey,,,9,6,6,3,0,0,50,2,26,0,14,19,7,0,0,0,61,7,0,36,629,14,0,575,15,10,29,0,10,0,3,2
2013-frenchopen-1316,FRENCH_OPEN,2013,Julien Benneteau,,Roger Federer,,,7,6,1,2,0,0,21,1,8,0,4,8,0,0,0,0,38,4,0,15,355,4,0,394,12,3,31,0,3,0,0,3
2013-frenchopen-1401,FRENCH_OPEN,2013,Novak Djokovic,,Philipp Kohlschreiber,,,4,10,4,2,0,0,48,2,17,0,13,13,3,0,0,0,48,2,0,38,494,13,0,688,24,8,42,0,8,0,3,1
2013-frenchopen-1402,FRENCH_OPEN,2013,Tommy Haas,,Mikhail Youzhny,,,0,7,8,2,0,0,31,3,14,0,6,9,3,0,0,0,15,2,0,24,141,6,0,293,10,13,20,0,13,0,4,0
2013-frenchopen-1403,FRENCH_OPEN,2013,Rafael Nadal,,Kei Nishikori,,,0,5,5,1,0,0,39,0,14,0,4,7,1,0,0,0,14,0,0,20,237,4,0,413,6,8,25,0,8,0,3,0
2013-frenchopen-1404,FRENCH_OPEN,2013,Stanislas Wawrinka,,Richard Gasquet,,,10,29,4,13,0,0,46,6,50,0,11,36,2,0,0,0,57,2,0,92,1110,11,0,1070,42,20,55,0,20,0,3,2
2013-frenchopen-1405,FRENCH_OPEN,2013,Tommy Robredo,,Nicolas Almagro,,,7,21,7,8,0,0,67,2,28,0,13,19,1,0,0,0,69,6,0,42,928,13,0,738,25,20,39,0,20,0,3,2
2013-frenchopen-1406,FRENCH_OPEN,2013,Kevin Anderson,,David Ferrer,,,1,6,0,5,0,0,11,2,10,0,17,7,3,0,0,0,28,6,0,25,457,17,0,94,10,2,41,0,2,0,0,3
2013-frenchopen-1407,FRENCH_OPEN,2013,Jo-Wilfried Tsonga,,Viktor Troicki,,,5,13,4,1,0,0,27,2,19,0,3,15,1,0,0,0,20,0,0,33,248,3,0,422,16,12,24,0,12,0,3,0
2013-frenchopen-1408,FRENCH_OPEN,2013,Gilles Simon,,Roger Federer,,,9,13,3,5,0,0,56,3,26,0,14,18,2,0,0,0,60,6,0,32,737,14,0,437,19,6,47,0,6,0,2,3
2013-frenchopen-1501,FRENCH_OPEN,2013,Novak Djokovic,,Tommy Haas,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2013-frenchopen-1503,FRENCH_OPEN,2013,Tommy Robredo,,David Ferrer,,,1,4,0,2,0,0,18,2,14,0,12,12,3,0,0,0,26,7,0,9,317,12,0,97,6,1,28,0,1,0,0,3
2013-frenchopen-1504,FRENCH_OPEN,2013,Jo-Wilfried Tsonga,,Roger Federer,,,0,12,6,2,0,0,34,0,23,0,3,11,3,0,0,0,25,2,0,26,352,3,0,500,16,14,22,0,14,0,3,0
2013-frenchopen-1601,FRENCH_OPEN,2013,Novak Djokovic,,Rafael Nadal,,,6,24,5,5,0,0,44,2,14,0,16,11,3,0,0,0,61,8,0,54,942,16,0,913,38,9,75,0,9,0,2,3
2013-frenchopen-1602,FRENCH_OPEN,2013,David Ferrer,,Jo-Wilfried Tsonga,,,6,13,6,3,0,0,56,1,11,0,5,6,3,0,0,0,31,2,0,24,388,5,0,570,17,17,21,0,17,0,3,0
2013-frenchopen-1701,FRENCH_OPEN,2013,Rafael Nadal,,David Ferrer,,,1,12,8,5,0,0,35,2,13,0,12,10,5,0,0,0,22,3,0,35,245,12,0,463,16,16,25,0,16,0,3,0
2013-frenchopen-2101,FRENCH_OPEN,2013,Serena Williams,,Anna Tatishvili,,,0,1,5,8,0,0,22,1,0,0,0,0,3,0,0,0,4,0,0,27,28,0,0,232,1,11,14,0,11,0,2,0
2013-frenchopen-2102,FRENCH_OPEN,2013,Yuliya Beygelzimer,,Caroline Garcia,,,4,8,0,0,0,0,20,1,3,0,4,2,2,0,0,0,19,2,0,17,301,4,0,204,9,1,22,0,1,0,0,2
2013-frenchopen-2104,FRENCH_OPEN,2013,Kiki Bertens,,Sorana Cirstea,,,3,7,5,3,0,0,37,10,13,0,13,8,3,0,0,0,22,7,0,31,571,13,0,478,13,10,54,0,10,0,1,2
2013-frenchopen-2105,FRENCH_OPEN,2013,Anastasia Pavlyuchenkova,,Andrea Hlavackova,,,2,13,7,3,0,0,38,4,13,0,12,8,5,0,0,0,32,7,0,36,602,12,0,572,20,16,45,0,16,0,2,1
2013-frenchopen-2107,FRENCH_OPEN,2013,Galina Voskoboeva,,Grace Min,,,1,12,8,3,0,0,19,3,7,0,10,6,1,0,0,0,31,7,0,38,479,10,0,453,18,14,30,0,14,0,2,1
2013-frenchopen-2108,FRENCH_OPEN,2013,Stephanie Foretz Gacon,,Roberta Vinci,,,0,7,0,5,0,0,10,2,3,0,5,3,2,0,0,0,10,4,0,20,211,5,0,70,18,0,29,0,0,0,0,2
2013-frenchopen-2109,FRENCH_OPEN,2013,Caroline Wozniacki,,Laura Robson,,,4,1,5,3,0,0,39,1,6,0,5,1,6,0,0,0,25,2,0,11,121,5,0,252,1,7,10,0,7,0,2,0
2013-frenchopen-2111,FRENCH_OPEN,2013,Pauline Parmentier,,Magdalena Rybarikova,,,2,3,1,0,0,0,13,6,8,0,12,7,0,0,0,0,14,6,0,5,207,12,0,34,7,1,22,0,1,0,0,2
2013-frenchopen-2112,FRENCH_OPEN,2013,Svetlana Kuznetsova,,Ekaterina Makarova,,,1,4,6,3,0,0,20,2,9,0,6,5,1,0,0,0,20,3,0,31,194,6,0,357,9,10,18,0,10,0,2,0
2013-frenchopen-2116,FRENCH_OPEN,2013,Mona Barthel,,Angelique Kerber,,,2,12,1,1,0,0,14,0,6,0,12,5,1,0,0,0,19,3,0,37,466,12,0,370,19,4,35,0,4,0,0,2
2013-frenchopen-2117,FRENCH_OPEN,2013,Agnieszka Radwanska,,Shahar Peer,,,1,5,6,1,0,0,24,0,5,0,2,1,4,0,0,0,17,1,0,13,43,2,0,244,6,14,8,0,14,0,2,0
2013-frenchopen-2118,FRENCH_OPEN,2013,Mallory Burdette,,Donna Vekic,,,1,6,5,1,0,0,13,1,2,0,7,1,3,0,0,0,12,3,0,27,164,7,0,359,8,7,17,0,7,0,2,0
2013-frenchopen-2120,FRENCH_OPEN,2013,Urszula Radwanska,,Venus Williams,,,0,9,11,0,0,0,66,4,38,0,15,25,6,0,0,0,58,10,0,28,712,15,0,858,14,17,40,0,17,0,2,1
2013-frenchopen-2121,FRENCH_OPEN,2013,Julia Goerges,,Zuzana Kucova,,,0,5,2,10,0,0,18,4,2,0,9,2,2,0,0,0,13,5,0,39,565,9,0,396,11,9,56,0,9,0,0,2
2013-frenchopen-2122,FRENCH_OPEN,2013,Virginie Razzano,,Claire Feuerstein,,,1,6,3,3,0,0,37,4,9,0,9,5,2,0,0,0,29,2,0,16,508,9,0,436,11,9,18,0,9,0,2,0
2013-frenchopen-2123,FRENCH_OPEN,2013,Chanelle Scheepers,,Mathilde Johansson,,,0,1,3,0,0,0,36,5,8,0,15,5,7,0,0,0,26,6,0,9,381,15,0,211,3,5,23,0,5,0,0,2
2013-frenchopen-2124,FRENCH_OPEN,2013,Petra Martic,,Ana Ivanovic,,,3,20,2,1,0,0,36,6,10,0,10,6,3,0,0,0,27,4,0,23,470,10,0,247,23,9,39,0,9,0,1,2
2013-frenchopen-2125,FRENCH_OPEN,2013,Nadia Petrova,,Monica Puig,,,4,5,5,12,0,0,36,3,5,0,9,3,6,0,0,0,21,6,0,29,453,9,0,549,9,8,50,0,8,0,1,2
2013-frenchopen-2126,FRENCH_OPEN,2013,Madison Keys,,Misaki Doi,,,0,4,4,5,0,0,11,1,9,0,4,6,2,0,0,0,10,1,0,25,95,4,0,277,5,5,19,0,5,0,2,0
2013-frenchopen-2127,FRENCH_OPEN,2013,Irena Pavlovic,,Shelby Rogers,,,5,1,0,4,0,0,18,3,10,0,6,9,1,0,0,0,21,2,0,13,308,6,0,197,2,0,26,0,0,0,0,2
2013-frenchopen-2129,FRENCH_OPEN,2013,Sabine Lisicki,,Sofia Arvidsson,,,1,13,3,4,0,0,14,3,1,0,6,1,0,0,0,0,7,1,0,37,285,6,0,354,16,6,30,0,6,0,2,0
2013-frenchopen-2131,FRENCH_OPEN,2013,Ayumi Morita,,Yulia Putintseva,,,3,4,1,0,0,0,13,1,1,0,7,0,2,0,0,0,16,4,0,16,317,7,0,107,8,6,31,0,6,0,0,2
2013-frenchopen-2132,FRENCH_OPEN,2013,Arantxa Rus,,Sara Errani,,,0,1,2,0,0,0,15,7,5,0,9,3,0,0,0,0,14,7,0,7,232,9,0,33,4,3,26,0,3,0,0,2
2013-frenchopen-2133,FRENCH_OPEN,2013,Na Li,,A. Medina Garrigues,,,0,13,6,0,0,0,21,3,1,0,12,1,0,0,0,0,12,4,0,26,203,12,0,365,16,10,37,0,10,0,2,0
2013-frenchopen-2138,FRENCH_OPEN,2013,Stefanie Voegele,,Heather Watson,,,4,6,3,4,0,0,24,4,14,0,8,8,2,0,0,0,38,3,0,21,362,8,0,413,8,14,24,0,14,0,2,1
2013-frenchopen-2141,FRENCH_OPEN,2013,Marion Bartoli,,Olga Govortsova,,,1,11,7,4,0,0,42,12,12,0,16,9,9,0,0,0,57,7,0,40,829,16,0,719,18,14,45,0,14,0,2,1
2013-frenchopen-2143,FRENCH_OPEN,2013,Melinda Czink,,Francesca Schiavone,,,4,10,2,1,0,0,20,4,6,0,10,4,5,0,0,0,29,5,0,18,424,10,0,215,17,6,26,0,6,0,0,2
2013-frenchopen-2144,FRENCH_OPEN,2013,Flavia Pennetta,,Kirsten Flipkens,,,5,13,4,1,0,0,28,7,24,0,8,18,9,0,0,0,34,6,0,20,439,8,0,235,24,12,26,0,12,0,1,2
2013-frenchopen-2145,FRENCH_OPEN,2013,Alize Cornet,,Maria Joao Koehler,,,0,6,6,0,0,0,45,3,7,0,8,4,9,0,0,0,20,3,0,16,311,8,0,307,8,9,19,0,9,0,2,0
2013-frenchopen-2148,FRENCH_OPEN,2013,Elena Vesnina,,Victoria Azarenka,,,4,7,1,2,0,0,13,1,8,0,8,8,1,0,0,0,21,4,0,20,282,8,0,136,9,5,16,0,5,0,0,2
2013-frenchopen-2149,FRENCH_OPEN,2013,Petra Kvitova,,Aravane Rezai,,,1,4,9,5,0,0,32,6,11,0,13,7,7,0,0,0,33,6,0,29,302,13,0,406,7,16,32,0,16,0,2,1
2013-frenchopen-2151,FRENCH_OPEN,2013,Anna Karolina Schmiedlova,,Yanina Wickmayer,,,1,3,4,6,0,0,66,4,11,0,10,8,8,0,0,0,34,4,0,17,479,10,0,590,3,12,42,0,12,0,2,1
2013-frenchopen-2153,FRENCH_OPEN,2013,Jelena Jankovic,,Daniela Hantuchova,,,1,8,3,4,0,0,32,1,20,0,6,13,2,0,0,0,26,2,0,27,577,6,0,492,12,11,21,0,11,0,2,0
2013-frenchopen-2155,FRENCH_OPEN,2013,Kristina Mladenovic,,Lauren Davis,,,0,12,6,3,0,0,16,1,5,0,9,4,0,0,0,0,18,2,0,31,240,9,0,330,15,15,21,0,15,0,2,0
2013-frenchopen-2156,FRENCH_OPEN,2013,Kimiko Date-Krumm,,Samantha Stosur,,,1,2,0,0,0,0,18,1,7,0,8,6,0,0,0,0,21,5,0,8,259,8,0,42,4,1,20,0,1,0,0,2
2013-frenchopen-2158,FRENCH_OPEN,2013,Marina Erakovic,,Elena Baltacha,,,1,5,5,6,0,0,13,2,5,0,5,1,1,0,0,0,7,1,0,29,92,5,0,234,8,6,10,0,6,0,2,0
2013-frenchopen-2160,FRENCH_OPEN,2013,Karin Knapp,,Sloane Stephens,,,0,2,2,0,0,0,16,3,3,0,7,1,2,0,0,0,9,5,0,15,270,7,0,297,4,2,27,0,2,0,0,2
2013-frenchopen-2164,FRENCH_OPEN,2013,Su-Wei Hsieh,,Maria Sharapova,,,4,1,0,0,0,0,19,3,3,0,6,1,0,0,0,0,25,4,0,8,242,6,0,68,1,0,8,0,0,0,0,2
2013-frenchopen-2201,FRENCH_OPEN,2013,Serena Williams,,Caroline Garcia,,,2,3,4,6,0,0,14,1,4,0,0,2,3,0,0,0,14,0,0,27,52,0,0,242,4,10,9,0,10,0,2,0
2013-frenchopen-2204,FRENCH_OPEN,2013,Galina Voskoboeva,,Roberta Vinci,,,1,17,2,4,0,0,15,4,13,0,5,10,1,0,0,0,19,4,0,40,358,5,0,344,22,3,37,0,3,0,1,2
2013-frenchopen-2205,FRENCH_OPEN,2013,Caroline Wozniacki,,Bojana Jovanovski,,,3,5,2,1,0,0,32,3,4,0,7,1,1,0,0,0,33,3,0,13,404,7,0,325,6,3,18,0,3,0,0,2
2013-frenchopen-2207,FRENCH_OPEN,2013,Varvara Lepchenko,,Elina Svitolina,,,0,10,5,1,0,0,23,5,2,0,3,2,2,0,0,0,11,3,0,32,273,3,0,397,13,11,31,0,11,0,2,0
2013-frenchopen-2208,FRENCH_OPEN,2013,Jana Cepelova,,Angelique Kerber,,,1,4,2,1,0,0,18,2,5,0,7,5,1,0,0,0,13,6,0,13,245,7,0,94,7,8,28,0,8,0,0,2
